,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,car_maker
9279, A6,2016,Automatic,76070,Diesel,30,61.4,2.0,audi
12504, C Class,2017,Manual,31357,Diesel,150,70.6,1.6,mercedes
3120, 3 Series,2019,Semi-Auto,3317,Diesel,145,52.3,2.0,bmw
9510, B Class,2013,Automatic,27500,Diesel,30,64.2,1.8,mercedes
6924, Polo,2015,Manual,27099,Petrol,20,60.1,1.2,vw
8462, X1,2019,Manual,5322,Petrol,145,51.4,1.5,bmw
5023, Yeti Outdoor,2017,Semi-Auto,47000,Petrol,125,51.4,1.2,skoda
11345, C Class,2015,Automatic,37000,Diesel,30,61.4,2.1,mercedes
15409, Fiesta,2015,Manual,36569,Petrol,145,47.9,1.6,ford
4881, A Class,2018,Semi-Auto,14843,Diesel,145,68.9,2.1,mercedes
1427, A4,2018,Manual,17047,Petrol,145,53.3,1.4,audi
8519, GLC Class,2019,Semi-Auto,10420,Diesel,145,56.5,2.1,mercedes
10024, A Class,2017,Manual,18600,Diesel,145,68.9,1.5,mercedes
4062, Aygo,2018,Manual,36451,Petrol,150,69.0,1.0,toyota
9854, Polo,2012,Manual,41515,Petrol,145,47.9,1.4,vw
2087, A1,2015,Manual,54000,Diesel,0,80.7,1.6,audi
12335, C Class,2018,Automatic,28446,Diesel,145,61.4,2.1,mercedes
2925, A4,2017,Manual,38810,Diesel,30,67.3,2.0,audi
11862, Tiguan,2011,Automatic,53373,Diesel,205,47.7,2.0,vw
1808, Yaris,2018,Manual,7294,Petrol,145,58.9,1.5,toyota
102, 3 Series,2017,Manual,29968,Diesel,30,64.2,2.0,bmw
228, V Class,2018,Manual,21525,Diesel,145,46.3,2.1,mercedes
2773, Golf,2017,Manual,33426,Diesel,145,68.9,2.0,vw
2619, Yaris,2017,Manual,18145,Petrol,30,55.0,1.3,toyota
2688, 5 Series,2019,Semi-Auto,15,Diesel,145,53.3,3.0,bmw
4756, Aygo,2017,Manual,19996,Petrol,150,68.9,1.0,toyota
12145, Kuga,2017,Manual,4924,Petrol,165,45.6,1.5,ford
8736, A1,2013,Manual,54766,Petrol,125,53.3,1.4,audi
1173, Karoq,2019,Manual,7723,Diesel,145,49.6,1.6,skoda
9781, A5,2015,Manual,18560,Diesel,20,67.3,2.0,audi
82, T-Roc,2019,Manual,6187,Diesel,145,50.4,2.0,vw
11312, Kuga,2017,Manual,18140,Diesel,145,60.1,2.0,ford
15604, KA,2015,Manual,15850,Petrol,30,57.7,1.2,ford
11069, E Class,2014,Automatic,78185,Diesel,125,57.7,2.1,mercedes
4716, Fabia,2018,Manual,17000,Petrol,150,64.2,1.0,skoda
1367, Golf,2015,Manual,42810,Diesel,0,68.9,1.6,vw
4588, Fabia,2019,Manual,14210,Petrol,145,50.4,1.0,skoda
1119, 5 Series,2017,Semi-Auto,11303,Diesel,145,65.7,2.0,bmw
3211, A6,2017,Semi-Auto,33000,Diesel,150,61.4,2.0,audi
932, 2 Series,2016,Manual,16735,Diesel,20,74.3,1.5,bmw
1806, C Class,2017,Semi-Auto,34611,Diesel,30,64.2,2.1,mercedes
12871, Fiesta,2014,Manual,38010,Petrol,0,65.7,1.0,ford
455, C Class,2016,Semi-Auto,26413,Diesel,20,64.2,2.1,mercedes
7815, A7,2014,Automatic,58732,Diesel,235,44.8,3.0,audi
5927, Fiesta,2018,Manual,14112,Petrol,145,58.9,1.0,ford
2623, Focus,2017,Manual,11909,Petrol,145,41.5,2.0,ford
1119, Golf,2016,Manual,21701,Diesel,20,67.3,2.0,vw
14664, Golf SV,2016,Semi-Auto,5397,Petrol,30,54.3,1.4,vw
462, RAV4,2016,Automatic,37852,Hybrid,20,57.6,2.5,toyota
4556, GLC Class,2019,Automatic,4025,Diesel,145,44.8,2.0,mercedes
5340, Aygo,2015,Manual,20190,Petrol,0,69.0,1.0,toyota
1148, A4,2020,Semi-Auto,4454,Petrol,145,38.2,2.0,audi
1177, Golf,2015,Manual,51244,Petrol,205,39.8,2.0,vw
3458, Citigo,2019,Manual,4559,Petrol,145,67.3,1.0,skoda
5869, Kuga,2019,Manual,13718,Petrol,145,35.3,1.5,ford
666, T-Roc,2018,Manual,4789,Petrol,145,53.3,2.0,vw
3619, Scala,2020,Semi-Auto,1569,Petrol,145,44.8,1.5,skoda
7905, Focus,2019,Manual,13284,Diesel,145,74.3,1.5,ford
3076, 4 Series,2018,Semi-Auto,27120,Petrol,150,48.7,2.0,bmw
3572, Octavia,2020,Semi-Auto,2000,Petrol,150,37.2,2.0,skoda
9845, A Class,2016,Automatic,35000,Petrol,125,52.3,1.6,mercedes
4842, X3,2019,Semi-Auto,8524,Petrol,145,30.4,2.0,bmw
5567, Fiesta,2016,Manual,3338,Diesel,0,78.5,1.5,ford
5361, Focus,2018,Manual,14005,Petrol,145,41.5,2.0,ford
3022, Q3,2019,Semi-Auto,5263,Diesel,150,48.7,2.0,audi
15144, Fiesta,2016,Manual,29512,Petrol,0,65.7,1.0,ford
15244, Focus,2017,Manual,14112,Petrol,145,60.1,1.0,ford
3055, Golf,2015,Manual,78990,Diesel,20,67.3,2.0,vw
2726, 1 Series,2017,Semi-Auto,11932,Petrol,145,39.8,3.0,bmw
4860, Aygo,2018,Manual,13079,Petrol,150,56.5,1.0,toyota
14530, Mondeo,2016,Manual,94799,Diesel,30,64.2,2.0,ford
10989, Tiguan,2018,Manual,21316,Petrol,145,46.3,1.4,vw
7340, C Class,2019,Automatic,1000,Diesel,145,61.4,2.0,mercedes
2213, Karoq,2019,Manual,6969,Petrol,150,41.5,1.0,skoda
10838, Tiguan,2014,Manual,33762,Diesel,165,48.7,2.0,vw
4937, Fiesta,2013,Manual,40131,Diesel,0,76.4,1.5,ford
1112, Golf,2019,Manual,6489,Petrol,150,37.2,2.0,vw
16789, Focus,2010,Manual,88000,Petrol,205,42.2,1.6,ford
1367, Q5,2019,Automatic,4000,Diesel,145,34.5,3.0,audi
441, GLE Class,2017,Semi-Auto,9949,Diesel,205,47.9,2.1,mercedes
1597, Yaris,2017,Manual,22414,Petrol,30,58.0,1.3,toyota
3556, 3 Series,2019,Semi-Auto,4873,Petrol,145,34.9,3.0,bmw
5467, C Class,2019,Automatic,1987,Petrol,145,44.1,2.0,mercedes
8170, 2 Series,2017,Manual,32218,Diesel,145,65.7,1.5,bmw
6967, GLC Class,2018,Semi-Auto,23500,Petrol,150,34.0,3.0,mercedes
3983, E Class,2019,Semi-Auto,10524,Diesel,145,72.4,2.0,mercedes
10262, A6,2016,Manual,83023,Diesel,125,58.9,2.0,audi
11717, Tiguan,2018,Manual,14522,Petrol,150,46.3,1.4,vw
12391, GLA Class,2015,Automatic,12641,Diesel,20,62.8,2.1,mercedes
2714, Rapid,2016,Manual,39000,Diesel,30,64.2,1.6,skoda
7070, Q2,2019,Manual,9478,Petrol,150,47.9,1.0,audi
9418, Q7,2019,Automatic,3454,Diesel,145,33.2,3.0,audi
1111, Focus,2016,Manual,9928,Petrol,20,60.1,1.0,ford
11210, Ka+,2019,Manual,503,Petrol,145,47.9,1.2,ford
3301, 5 Series,2020,Semi-Auto,105,Hybrid,145,49.6,2.0,bmw
5296, C Class,2019,Semi-Auto,13046,Diesel,145,61.4,2.0,mercedes
3112, Golf,2019,Semi-Auto,3000,Petrol,145,43.5,1.5,vw
5935, C-HR,2017,Manual,26694,Petrol,145,47.1,1.2,toyota
12037, Focus,2019,Manual,4288,Petrol,145,34.5,2.3,ford
1826, Focus,2019,Manual,7725,Petrol,145,34.5,2.3,ford
6074, GLE Class,2016,Semi-Auto,18072,Diesel,265,42.8,3.0,mercedes
2296, E Class,2019,Semi-Auto,4130,Petrol,145,31.7,3.0,mercedes
3085, Golf,2017,Manual,17010,Diesel,150,67.3,2.0,vw
4157, Aygo,2018,Manual,17757,Petrol,145,69.0,1.0,toyota
1629, Superb,2016,Manual,46026,Diesel,20,68.9,2.0,skoda
15968, Focus,2017,Manual,29396,Diesel,0,74.3,1.5,ford
3938, Focus,2018,Manual,13589,Petrol,145,60.1,1.0,ford
9768, Fiesta,2017,Manual,13449,Petrol,145,65.7,1.0,ford
6289, Q2,2020,Semi-Auto,1500,Petrol,145,42.2,1.5,audi
2289, Fabia,2017,Manual,20216,Petrol,150,64.2,1.0,skoda
3272, A Class,2017,Manual,53901,Diesel,20,68.9,1.5,mercedes
12798, Up,2019,Manual,2032,Petrol,145,54.3,1.0,vw
3052, A4,2016,Manual,24673,Diesel,20,72.4,2.0,audi
5453, Fiesta,2017,Manual,24641,Petrol,125,54.3,1.2,ford
16318, Edge,2016,Manual,52000,Diesel,200,47.9,2.0,ford
2687, Kodiaq,2017,Automatic,34250,Diesel,145,49.6,2.0,skoda
242, T-Roc,2020,Manual,1713,Petrol,145,44.1,1.5,vw
3855, Fabia,2018,Manual,6103,Petrol,150,64.2,1.0,skoda
10279, A4,2016,Manual,45478,Petrol,125,53.3,1.4,audi
882, A Class,2019,Semi-Auto,14975,Diesel,145,67.3,1.5,mercedes
1749, 3 Series,2019,Semi-Auto,11658,Diesel,150,48.7,2.0,bmw
14148, Fiesta,2017,Manual,34257,Petrol,0,65.7,1.0,ford
9032, Polo,2017,Manual,24730,Petrol,20,60.1,1.2,vw
397, RAV4,2016,Automatic,58100,Hybrid,20,55.4,2.5,toyota
6629, Edge,2019,Semi-Auto,16192,Diesel,145,37.2,2.0,ford
15136, Caddy,2015,Manual,54641,Diesel,265,60.1,2.0,vw
13664, Touareg,2017,Semi-Auto,28820,Diesel,240,42.8,3.0,vw
4270, A5,2019,Semi-Auto,3245,Diesel,145,49.6,2.0,audi
7486, 3 Series,2009,Manual,78000,Diesel,125,58.9,2.0,bmw
12465, E Class,2018,Automatic,32712,Diesel,150,72.4,2.0,mercedes
8546, Focus,2017,Manual,19071,Diesel,145,67.3,2.0,ford
7313, Q3,2017,Semi-Auto,26000,Diesel,165,50.4,2.0,audi
7437, A3,2009,Semi-Auto,99200,Diesel,155,52.3,2.0,audi
7563, Polo,2019,Manual,13403,Petrol,145,52.3,1.0,vw
213, Kuga,2017,Manual,23356,Diesel,145,60.1,2.0,ford
10753, Tiguan,2017,Manual,49765,Petrol,145,48.7,1.4,vw
6920, 4 Series,2019,Semi-Auto,9212,Petrol,145,45.6,2.0,bmw
4517, 3 Series,2020,Semi-Auto,1501,Diesel,145,47.1,3.0,bmw
9320, Q7,2019,Automatic,50,Diesel,145,33.6,3.0,audi
3312, 1 Series,2016,Manual,37179,Diesel,30,65.7,2.0,bmw
13558, Fiesta,2017,Manual,24000,Petrol,145,65.7,1.0,ford
10272, 2 Series,2015,Manual,54813,Diesel,30,60.1,2.0,bmw
6406, Fiesta,2018,Manual,9684,Petrol,150,60.1,1.0,ford
1691, 2 Series,2019,Manual,123,Diesel,145,51.4,2.0,bmw
10675, Fiesta,2019,Manual,11213,Petrol,145,58.9,1.0,ford
1067, Fiesta,2017,Manual,20926,Petrol,0,65.7,1.0,ford
5324, Citigo,2017,Manual,25766,Petrol,150,68.9,1.0,skoda
1915, A Class,2017,Manual,41258,Diesel,20,72.4,1.5,mercedes
12334, C-MAX,2014,Semi-Auto,40000,Diesel,160,50.4,2.0,ford
3409, Karoq,2020,Manual,1079,Petrol,150,42.2,1.5,skoda
13649, Touareg,2017,Automatic,10987,Diesel,145,42.8,3.0,vw
11028, Tiguan,2019,Semi-Auto,5520,Petrol,145,37.7,1.5,vw
2052, Focus,2016,Manual,34913,Diesel,0,74.3,1.5,ford
5605, A Class,2014,Manual,70360,Diesel,125,61.4,1.8,mercedes
3961, 2 Series,2019,Manual,1000,Petrol,145,52.3,1.5,bmw
15403, Focus,2016,Manual,44317,Diesel,0,74.3,1.5,ford
1190, Focus,2016,Manual,11968,Petrol,200,41.5,2.0,ford
9697, Fiesta,2013,Semi-Auto,53141,Petrol,145,47.9,1.6,ford
8102, C Class,2019,Semi-Auto,11561,Diesel,145,57.7,2.0,mercedes
6241, GLC Class,2017,Semi-Auto,28001,Diesel,150,56.5,2.1,mercedes
2271, 4 Series,2019,Semi-Auto,11,Petrol,145,48.7,2.0,bmw
7733, C Class,2019,Semi-Auto,1615,Petrol,145,28.0,4.0,mercedes
5409, Kuga,2019,Manual,11399,Petrol,150,39.2,1.5,ford
5622, Q2,2017,Semi-Auto,20478,Petrol,145,54.3,1.4,audi
3253, Octavia,2017,Semi-Auto,8139,Petrol,145,57.7,1.4,skoda
13978, Arteon,2019,Semi-Auto,5788,Petrol,145,47.1,2.0,vw
6497, Verso,2015,Semi-Auto,11536,Petrol,160,43.5,1.8,toyota
4286, A4,2020,Semi-Auto,3920,Petrol,145,42.2,2.0,audi
7921, Polo,2016,Manual,27655,Petrol,20,60.1,1.2,vw
13826, Touareg,2007,Automatic,122965,Diesel,580,26.9,3.0,vw
5712, Fiesta,2013,Manual,23222,Petrol,0,65.7,1.0,ford
11602, Tiguan,2015,Manual,100000,Diesel,125,56.5,2.0,vw
9813, Polo,2019,Manual,3000,Petrol,150,52.3,1.0,vw
1153, Yaris,2015,Manual,29581,Petrol,30,58.0,1.3,toyota
8426, X3,2015,Automatic,130000,Diesel,145,54.3,2.0,bmw
13347, Caddy Maxi Life,2019,Manual,3349,Diesel,145,57.7,2.0,vw
3952, 4 Series,2016,Semi-Auto,32863,Petrol,160,46.3,2.0,bmw
4295, Tourneo Custom,2016,Manual,45668,Diesel,200,44.8,2.0,ford
14999, Kuga,2018,Automatic,11386,Diesel,150,54.3,2.0,ford
2015, Yaris,2017,Manual,18888,Petrol,145,58.9,1.5,toyota
10936, Fiesta,2016,Manual,27128,Petrol,20,62.8,1.0,ford
583, Fabia,2017,Manual,5582,Petrol,20,60.1,1.0,skoda
7980, Fiesta,2018,Manual,16712,Petrol,145,65.7,1.0,ford
15916, Focus,2017,Manual,12358,Petrol,20,60.1,1.0,ford
2949, 3 Series,2014,Manual,16376,Diesel,30,62.8,2.0,bmw
14913, Tiguan Allspace,2020,Semi-Auto,2334,Petrol,145,35.8,1.5,vw
6387, Avensis,2016,Manual,47996,Diesel,20,67.3,1.6,toyota
7289, S-MAX,2018,Manual,13969,Diesel,145,56.5,2.0,ford
3554, Fiesta,2018,Manual,18485,Petrol,145,65.7,1.0,ford
1862, Fiesta,2016,Manual,26039,Petrol,0,65.7,1.0,ford
5262, Aygo,2018,Automatic,10001,Petrol,145,56.5,1.0,toyota
17720, Fiesta,2016,Manual,14879,Petrol,0,65.7,1.0,ford
5670, Octavia,2016,Automatic,31329,Diesel,150,56.5,2.0,skoda
1463, 2 Series,2019,Manual,123,Petrol,145,52.3,1.5,bmw
2653, Yaris,2009,Manual,61151,Petrol,30,55.4,1.3,toyota
2112, B Class,2019,Semi-Auto,15545,Petrol,145,45.6,1.3,mercedes
5060, Golf,2020,Manual,1888,Petrol,145,49.6,1.5,vw
8757, Polo,2018,Manual,26122,Petrol,145,64.2,1.0,vw
16558, Focus,2018,Manual,13430,Petrol,145,57.7,1.0,ford
3984, Golf,2019,Manual,12818,Petrol,145,49.6,1.0,vw
1304, Yaris,2018,Manual,8000,Petrol,145,47.1,1.5,toyota
8033, 7 Series,2016,Automatic,26093,Diesel,145,53.3,3.0,bmw
9273, A6,2014,Manual,75550,Diesel,30,62.8,2.0,audi
3762, C Class,2013,Manual,39187,Petrol,160,46.3,1.6,mercedes
14983, Shuttle,2018,Semi-Auto,16203,Diesel,145,47.1,2.0,vw
6040, Focus,2015,Manual,61689,Diesel,0,74.3,1.5,ford
10407, C Class,2020,Automatic,3000,Diesel,145,61.4,2.0,mercedes
1756, 3 Series,2017,Semi-Auto,38326,Petrol,145,51.4,2.0,bmw
1355, Focus,2018,Manual,18952,Diesel,145,74.3,1.5,ford
389, Fiesta,2016,Manual,18912,Petrol,0,65.7,1.0,ford
9193, Polo,2017,Manual,12982,Petrol,20,60.1,1.2,vw
11232, SLK,2008,Automatic,65000,Petrol,290,34.4,1.8,mercedes
2540, Yeti,2016,Manual,45522,Petrol,125,51.4,1.2,skoda
5644, Fabia,2019,Manual,3075,Petrol,145,51.4,1.0,skoda
9896, E Class,2013,Automatic,36813,Petrol,260,37.2,3.0,mercedes
5185, Aygo,2018,Automatic,13600,Petrol,150,67.0,1.0,toyota
7370, GLE Class,2019,Semi-Auto,2343,Diesel,145,32.8,3.0,mercedes
328, A3,2014,Manual,25764,Petrol,200,40.4,2.0,audi
152, T-Roc,2018,Manual,6108,Petrol,145,53.3,1.5,vw
12839, Fiesta,2016,Manual,16295,Petrol,145,47.9,1.6,ford
7746, Kuga,2017,Manual,12945,Diesel,145,54.3,2.0,ford
17290, Focus,2013,Manual,70000,Diesel,125,56.5,2.0,ford
4348, Kuga,2018,Manual,10557,Petrol,145,39.2,1.5,ford
3559, Karoq,2019,Manual,2085,Petrol,145,52.3,1.5,skoda
1912, Octavia,2019,Manual,15372,Petrol,145,52.3,1.5,skoda
3611, A3,2017,Manual,23450,Diesel,0,74.3,1.6,audi
3434, A3,2016,Manual,39154,Petrol,20,60.1,1.4,audi
5809, C Class,2017,Semi-Auto,17257,Petrol,145,50.4,2.0,mercedes
13722, Fiesta,2015,Manual,7410,Petrol,0,65.7,1.0,ford
413, A6,2019,Semi-Auto,4582,Diesel,145,39.2,3.0,audi
8344, C-MAX,2016,Manual,32107,Diesel,20,68.9,1.5,ford
6179, X7,2020,Semi-Auto,4000,Diesel,145,33.6,3.0,bmw
12330, Up,2014,Manual,21800,Petrol,20,60.1,1.0,vw
3622, Q3,2017,Manual,20054,Diesel,145,54.3,2.0,audi
5080, X5,2019,Semi-Auto,5681,Diesel,145,37.7,3.0,bmw
9622, Mondeo,2019,Manual,27,Diesel,145,65.7,2.0,ford
8449, Focus,2018,Manual,4657,Petrol,145,60.1,1.0,ford
15064, CC,2015,Semi-Auto,54231,Diesel,150,53.3,2.0,vw
5311, Q5,2019,Automatic,5000,Diesel,145,38.2,2.0,audi
3266, Fabia,2019,Manual,13046,Petrol,145,61.4,1.0,skoda
291, Corolla,2019,Manual,10,Petrol,145,39.2,1.2,toyota
5494, Fabia,2017,Automatic,25480,Petrol,20,60.1,1.2,skoda
10260, Tiguan,2017,Automatic,24298,Petrol,145,38.2,2.0,vw
3003, Golf,2019,Automatic,9110,Petrol,145,37.7,2.0,vw
7349, GLA Class,2019,Semi-Auto,15375,Diesel,145,67.3,2.1,mercedes
5783, Passat,2017,Semi-Auto,43154,Diesel,30,62.8,2.0,vw
43, T-Roc,2019,Manual,5345,Diesel,145,50.4,2.0,vw
10010, Focus,2019,Manual,8720,Diesel,145,80.7,1.5,ford
3041, Fabia,2016,Manual,18696,Petrol,20,60.1,1.2,skoda
754, Grand C-MAX,2017,Manual,6368,Diesel,30,64.2,1.5,ford
2097, A Class,2015,Automatic,61884,Diesel,20,68.9,2.1,mercedes
6597, A4,2017,Semi-Auto,54653,Diesel,145,56.5,2.0,audi
9508, Polo,2015,Automatic,16507,Petrol,20,60.1,1.2,vw
8982, 3 Series,2017,Automatic,52716,Diesel,145,70.6,2.0,bmw
4360, Golf,2017,Automatic,31781,Hybrid,135,156.9,1.4,vw
10363, 3 Series,2014,Automatic,28000,Diesel,30,62.8,2.0,bmw
7152, Polo,2018,Manual,17426,Petrol,145,60.1,1.0,vw
7184, Polo,2019,Manual,2800,Petrol,145,48.7,1.0,vw
8173, Q7,2016,Automatic,97420,Diesel,200,47.9,3.0,audi
4896, 3 Series,2018,Semi-Auto,26937,Diesel,145,64.2,2.0,bmw
8998, B Class,2019,Semi-Auto,14430,Petrol,145,45.6,1.3,mercedes
3018, 3 Series,2019,Semi-Auto,23000,Petrol,150,44.8,2.0,bmw
11175, CL Class,2015,Semi-Auto,17568,Diesel,20,70.6,2.1,mercedes
5504, Aygo,2018,Manual,9908,Petrol,145,68.9,1.0,toyota
317, A4,2019,Semi-Auto,5987,Petrol,145,38.2,2.0,audi
10094, 1 Series,2017,Automatic,69643,Diesel,30,62.8,2.0,bmw
12222, Fiesta,2017,Manual,26136,Petrol,150,65.7,1.0,ford
2636, C Class,2018,Automatic,8890,Diesel,145,61.4,2.0,mercedes
5399, Superb,2019,Manual,2917,Petrol,145,40.9,1.5,skoda
10346, Tiguan,2017,Manual,13383,Diesel,145,58.9,2.0,vw
903, Puma,2020,Manual,910,Petrol,145,50.4,1.0,ford
8496, C Class,2019,Semi-Auto,8116,Petrol,145,30.4,3.0,mercedes
1331, Q7,2015,Automatic,41633,Diesel,200,47.9,3.0,audi
2167, Yaris,2017,Automatic,11752,Hybrid,0,86.0,1.5,toyota
2539, Yeti Outdoor,2017,Manual,19690,Petrol,150,51.4,1.2,skoda
3541, Golf,2017,Semi-Auto,19159,Petrol,0,65.7,1.0,vw
14045, Arteon,2018,Semi-Auto,24401,Petrol,145,47.1,2.0,vw
6876, i3,2016,Automatic,59945,Hybrid,0,470.8,0.0,bmw
2706, A3,2017,Manual,14264,Petrol,145,54.3,1.5,audi
729, Q2,2019,Automatic,1000,Diesel,145,46.3,2.0,audi
10332, 4 Series,2014,Automatic,62768,Petrol,235,38.2,3.0,bmw
12946, C Class,2016,Automatic,25108,Diesel,30,64.2,2.1,mercedes
7245, 3 Series,2019,Automatic,10742,Diesel,145,48.7,2.0,bmw
372, SLK,2013,Semi-Auto,66282,Diesel,145,56.5,2.0,mercedes
9680, 3 Series,2016,Manual,88090,Diesel,20,72.4,2.0,bmw
13289, Beetle,2018,Manual,15490,Petrol,145,51.4,1.2,vw
1105, Yaris,2016,Manual,15203,Petrol,0,66.0,1.0,toyota
6157, Ka+,2017,Manual,12754,Petrol,145,57.7,1.2,ford
1714, A6,2016,Semi-Auto,29738,Diesel,30,61.4,2.0,audi
3740, Golf,2019,Manual,3180,Petrol,145,37.7,2.0,vw
8632, C Class,2015,Manual,27500,Petrol,125,53.3,2.0,mercedes
14898, Mondeo,2016,Manual,95150,Diesel,30,62.8,2.0,ford
16884, Kuga,2019,Manual,18386,Petrol,145,34.4,1.5,ford
2686, Yaris,2017,Automatic,25262,Hybrid,135,67.3,1.5,toyota
907, Focus,2018,Manual,11817,Petrol,145,60.1,1.0,ford
246, Corolla,2019,Automatic,3459,Hybrid,135,72.4,2.0,toyota
10713, A Class,2018,Automatic,11922,Petrol,145,53.3,1.3,mercedes
14751, Amarok,2019,Automatic,6800,Diesel,260,36.2,3.0,vw
7972, 1 Series,2019,Automatic,7880,Petrol,145,55.5,1.5,bmw
1183, Q3,2017,Semi-Auto,38150,Petrol,200,42.2,2.0,audi
11512, E Class,2016,Automatic,14596,Diesel,20,72.4,2.0,mercedes
1456, GLA Class,2018,Semi-Auto,15387,Petrol,145,48.7,1.6,mercedes
3652, A4,2017,Manual,17909,Diesel,20,70.6,2.0,audi
6195, Superb,2019,Automatic,54,Diesel,145,62.8,2.0,skoda
297, A4,2017,Manual,23362,Petrol,145,50.4,1.4,audi
12405, Up,2019,Manual,4542,Petrol,145,54.3,1.0,vw
5943, 5 Series,2018,Semi-Auto,3627,Hybrid,135,156.9,2.0,bmw
1954, A Class,2017,Manual,8168,Petrol,145,51.4,1.6,mercedes
610, 5 Series,2018,Semi-Auto,19479,Diesel,145,46.3,2.0,bmw
7485, C Class,2019,Semi-Auto,8123,Diesel,145,57.7,2.0,mercedes
10371, 4 Series,2018,Automatic,48052,Petrol,145,48.7,2.0,bmw
3163, Mustang,2017,Semi-Auto,26452,Petrol,580,23.5,5.0,ford
5611, Q7,2019,Semi-Auto,12195,Diesel,145,33.2,3.0,audi
5676, B Class,2014,Manual,75894,Diesel,0,74.3,1.5,mercedes
2301, 2 Series,2019,Semi-Auto,1850,Petrol,145,50.4,1.5,bmw
6508, Fiesta,2017,Manual,11224,Petrol,145,54.3,1.2,ford
10162, E Class,2017,Automatic,128000,Diesel,150,65.7,2.0,mercedes
2460, Yeti Outdoor,2017,Semi-Auto,16374,Petrol,125,51.4,1.2,skoda
10799, Tiguan,2016,Manual,37322,Diesel,125,58.9,2.0,vw
8119, 3 Series,2011,Manual,72082,Diesel,125,60.1,2.0,bmw
12148, Kuga,2017,Semi-Auto,32839,Diesel,150,54.3,2.0,ford
5883, Fiesta,2015,Manual,30762,Petrol,125,54.3,1.2,ford
7781, 7 Series,2016,Automatic,33000,Diesel,145,54.3,3.0,bmw
2829, CLS Class,2019,Semi-Auto,8264,Diesel,145,48.7,2.9,mercedes
2138, Golf,2019,Manual,5434,Petrol,145,45.6,1.5,vw
1100, A3,2019,Semi-Auto,3434,Diesel,145,51.4,2.0,audi
5871, Focus,2017,Manual,40850,Diesel,145,74.3,1.5,ford
1252, Fabia,2016,Manual,50701,Petrol,20,60.1,1.2,skoda
6171, Prius,2017,Automatic,21824,Hybrid,0,94.1,1.8,toyota
1242, Superb,2016,Manual,42132,Diesel,20,68.9,2.0,skoda
2222, Focus,2019,Manual,8422,Petrol,150,60.1,1.0,ford
2783, Yaris,2017,Manual,13873,Petrol,150,58.9,1.5,toyota
11629, Tiguan,2015,Manual,90720,Diesel,125,56.5,2.0,vw
4418, Aygo,2019,Manual,3565,Petrol,145,57.7,1.0,toyota
7192, X3,2015,Semi-Auto,26000,Diesel,205,47.9,3.0,bmw
11876, Sharan,2019,Semi-Auto,3000,Diesel,145,40.9,2.0,vw
2646, Fabia,2017,Manual,20095,Petrol,145,64.2,1.0,skoda
2818, Yaris,2015,Automatic,32265,Hybrid,0,78.0,1.5,toyota
6445, Passat,2016,Manual,28426,Diesel,0,76.3,1.6,vw
1440, 5 Series,2017,Semi-Auto,17590,Diesel,145,68.9,2.0,bmw
15427, Fiesta,2018,Manual,17450,Petrol,145,56.5,1.0,ford
9227, Polo,2020,Semi-Auto,2231,Petrol,145,45.6,1.0,vw
564, 5 Series,2017,Semi-Auto,21068,Diesel,145,62.8,2.0,bmw
7413, C Class,2019,Semi-Auto,1488,Diesel,145,61.4,2.0,mercedes
6798, Q2,2020,Manual,4000,Petrol,145,43.5,1.5,audi
3359, B Class,2013,Manual,65514,Petrol,150,47.9,1.6,mercedes
3638, Golf,2013,Manual,46000,Petrol,125,53.3,1.4,vw
50, CLC Class,2010,Automatic,40000,Petrol,300,34.0,1.8,mercedes
13271, Beetle,2014,Manual,73686,Petrol,145,47.9,1.2,vw
5413, Aygo,2017,Automatic,5416,Petrol,0,67.0,1.0,toyota
9018, A6,2016,Manual,50900,Diesel,30,65.7,2.0,audi
17870, Fiesta,2018,Manual,11131,Petrol,145,55.4,1.1,ford
12998, Up,2017,Manual,19000,Petrol,20,64.2,1.0,vw
2458, A4,2017,Manual,33083,Diesel,0,74.3,2.0,audi
5654, Passat,2017,Manual,44231,Diesel,145,68.9,2.0,vw
9540, Polo,2016,Manual,18065,Petrol,20,60.1,1.0,vw
4546, 4 Series,2019,Semi-Auto,1501,Diesel,145,65.7,2.0,bmw
9517, E Class,2010,Automatic,70150,Diesel,235,44.1,2.1,mercedes
5721, A3,2017,Manual,33761,Diesel,145,70.6,1.6,audi
15614, Focus,2014,Manual,32516,Diesel,20,67.3,1.6,ford
6266, Prius,2018,Automatic,4623,Hybrid,135,85.6,1.8,toyota
4075, Aygo,2017,Manual,10000,Petrol,0,69.0,1.0,toyota
3944, Golf,2018,Semi-Auto,17555,Petrol,150,55.4,1.4,vw
11506, Mondeo,2020,Semi-Auto,6897,Diesel,145,58.9,2.0,ford
3955, A3,2019,Semi-Auto,13586,Petrol,150,42.2,1.5,audi
6165, Fiesta,2018,Manual,20543,Petrol,145,58.9,1.0,ford
5667, Passat,2020,Semi-Auto,20,Diesel,150,49.6,1.6,vw
5865, C-HR,2018,Manual,11459,Petrol,145,47.9,1.2,toyota
10960, Tiguan,2020,Semi-Auto,4256,Diesel,145,39.8,2.0,vw
1953, Yaris,2017,Manual,25996,Petrol,150,58.9,1.5,toyota
4427, C Class,2016,Semi-Auto,51218,Petrol,300,34.5,4.0,mercedes
